% # columns="iteration, evaluation, void, void, void, xmean", seed=859333, Fri Jun  2 16:21:25 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 0.5435811460366123 0.35735700523706576 19.874343240568535
2 14 0 0 0 0.5607663882789393 0.13174923433300148 19.706559383876204
3 21 0 0 0 0.4852096490526739 0.15243730392515692 19.185539058215227
4 28 0 0 0 0.5113165513994024 0.18980660856805306 19.503126721238978
5 35 0 0 0 0.4597742181948534 0.06109075323978369 19.78023985917236
6 42 0 0 0 0.42622891978164884 -0.04871763752156236 19.23992439031148
7 49 0 0 0 0.49558646171904663 -0.22417975033070714 19.844369179162307
8 56 0 0 0 0.4921770561704149 -0.034472194209207274 19.32527998913963
9 63 0 0 0 0.48415157996529157 -0.07411279830722164 19.770751438459158
10 70 0 0 0 0.44227921274569115 -0.06974644495501953 19.628688316448525
11 77 0 0 0 0.4869934326287275 0.029637423971267257 19.46726075905321
12 84 0 0 0 0.5261991620991071 -0.025420196448826385 19.536674561414863
13 91 0 0 0 0.547553509681153 -0.022229997917246815 19.587940224424937
14 98 0 0 0 0.5901915639150362 0.027194890526367664 19.739634766082446
15 105 0 0 0 0.5761944795143413 -0.025225085357584942 20.166661147671643
16 112 0 0 0 0.5282029972058143 0.011568509232814564 20.10310041538231
17 119 0 0 0 0.4510406336781683 0.08858547278267874 19.468085004136817
18 126 0 0 0 0.542399059397866 0.09148565037051329 19.631798172734406
19 133 0 0 0 0.5980697402303544 0.02849130186248508 20.263492399859498
20 140 0 0 0 0.5230360326527328 0.08937227970405043 20.186754787296348
21 147 0 0 0 0.5622967168851682 0.07952708882692731 20.3430834662118
22 154 0 0 0 0.4639520187176293 0.06237857712907194 19.852327463676918
23 161 0 0 0 0.4798637175150141 0.04967210030330557 20.152386772328292
24 168 0 0 0 0.5304936831903473 0.04720899022692669 20.19522102783556
25 175 0 0 0 0.4317593721210461 0.028160906061244224 20.24367886092502
26 182 0 0 0 0.44216089760006405 0.035933367953952765 20.004496474069143
27 189 0 0 0 0.45446477990676537 0.04379885958314773 19.662523214518142
28 196 0 0 0 0.45514530667593744 0.04461474611472128 19.33249810342146
29 203 0 0 0 0.48337953264931777 0.05099092579611856 19.649890095337554
