% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=859333, Fri Jun  2 16:21:25 2023
1 7 -0.15494836243453808 -0.13564146092907997 0.06730240311225769 0.11564345628724547 0.9154595481002716 0.9627237891728636 1.1113490547765315
2 14 -0.1298598902902949 -0.10326279882875042 0.06454161538790659 0.09387932866524776 0.9154595481002716 0.9627237891728636 1.1113490547765315
3 21 -0.09812181359415469 -0.03755678512204046 0.1752747959480075 0.18565362783257594 0.9154595481002716 0.9627237891728636 1.1113490547765315
4 28 -0.2399170407748327 -0.1880367624117277 0.047380860259114796 0.07397312278629062 0.8696875876657901 0.9909411492011614 1.1232449148248744
5 35 -0.12261026229012169 -0.12208264566348623 -0.07505623307793122 -0.059908378842715 0.8696875876657901 0.9909411492011614 1.1232449148248744
6 42 0.0597630087680244 0.06494557127760783 0.10508007159366514 0.11327567585610081 0.8696875876657901 0.9909411492011614 1.1232449148248744
7 49 -0.15335685498608168 -0.12476834262593194 0.11651231839348962 0.16835069303981373 0.8892843836663192 0.9803962119639561 1.1171376605118728
8 56 -0.06484623911329443 -0.04372125286443301 0.14399263056522224 0.1854389387929126 0.8892843836663192 0.9803962119639561 1.1171376605118728
9 63 -0.08314444521002375 -0.060254623192205106 0.0790347194885033 0.10257467836425412 0.8892843836663192 0.9803962119639561 1.1171376605118728
10 70 -0.1621796610159946 -0.12764863422983103 0.021820404513004602 0.03711239064111957 0.9150285701389947 0.9948437289103105 1.0830552483032503
11 77 -0.172469236783035 -0.1378155738094536 -0.015338569232493573 -0.009166564013754947 0.9150285701389947 0.9948437289103105 1.0830552483032503
12 84 -0.13313652564377323 -0.10223254801176085 0.05020054682847132 0.07010760080986965 0.9150285701389947 0.9948437289103105 1.0830552483032503
13 91 -0.06527092700566303 -0.04634617137130401 0.0827863517375992 0.10690577047287456 0.9327032815078861 1.0046205083415796 1.0586794712678276
14 98 0.003314137178982617 0.06789317992278576 0.2812897905168805 0.2878429513044423 0.9327032815078861 1.0046205083415796 1.0586794712678276
15 105 -0.26514163066480173 -0.12915238656296674 0.3138845508854669 0.32557428593310983 0.9327032815078861 1.0046205083415796 1.0586794712678276
16 112 -0.2524766950438062 -0.12575849758051183 0.28730474666344963 0.2982742972814757 0.6801902266321396 1.1131238726285593 1.1394281459480091
17 119 -0.45693713949684844 -0.3478727424372055 0.34343373461838755 0.464804829910609 0.6801902266321396 1.1131238726285593 1.1394281459480091
18 126 -0.5772526458022651 -0.44434889174603054 0.2524325592997 0.35178928892537564 0.6801902266321396 1.1131238726285593 1.1394281459480091
19 133 -0.612818095995287 -0.504388385096781 0.3289701453843145 0.49832661131284023 0.540227151208647 0.9083383185129413 1.372252208676697
20 140 -0.4507150430131728 -0.40021721890802303 0.27535808287375996 0.4500520260292045 0.540227151208647 0.9083383185129413 1.372252208676697
